-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2024 through 08/01/2024 
Location: Latitude  27.7178   Longitude 85.3112 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 776.63 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M        MERRA-2 Temperature at 2 Meters (C) 
T2MDEW     MERRA-2 Dew/Frost Point at 2 Meters (C) 
QV2M       MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M       MERRA-2 Relative Humidity at 2 Meters (%) 
PS         MERRA-2 Surface Pressure (kPa) 
WS10M      MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M      MERRA-2 Wind Direction at 10 Meters (Degrees) 
PSC        MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC        MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: 20-m broadleaf-deciduous trees (75% coverage) (vegtype_2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,T2MDEW,QV2M,RH2M,PS,WS10M,WD10M,PSC,WSC
2024,6,6,12,36.8,9.55,8.12,19.19,92.06,4.13,229.99,93.71,4.04
2024,6,6,13,37.39,9.62,8.12,18.62,91.99,4.68,237.13,93.64,4.74
2024,6,6,14,37.54,9.62,8.12,18.5,91.93,5.1,242.96,93.58,5.33
2024,6,6,15,37.24,9.49,8.06,18.62,91.88,5.15,245.84,93.52,5.52
2024,6,6,16,36.19,9.31,8.0,19.5,91.84,4.92,248.66,93.49,5.41
2024,6,6,17,34.67,9.38,8.06,21.31,91.85,4.39,250.02,93.51,5.07
2024,6,6,18,32.04,11.44,9.28,28.5,91.88,2.63,250.0,93.56,4.33
2024,6,6,19,29.04,12.12,9.7,35.38,91.93,2.11,246.47,93.63,3.43
2024,6,6,20,28.81,11.37,9.22,34.12,92.02,1.67,241.52,93.71,2.5
2024,6,6,21,28.72,10.48,8.67,32.38,92.08,1.25,243.6,93.78,1.8
2024,6,6,22,28.47,10.09,8.42,32.0,92.12,0.81,263.9,93.82,1.18
2024,6,6,23,28.01,9.95,8.36,32.56,92.1,0.66,316.91,93.8,0.92
2024,6,7,0,27.2,9.76,8.24,33.69,92.08,0.95,351.47,93.78,1.22
2024,6,7,1,26.09,9.48,8.12,35.25,92.04,1.2,1.5,93.75,1.57
2024,6,7,2,25.51,9.27,8.0,36.0,92.0,1.29,8.03,93.72,1.66
2024,6,7,3,24.82,9.15,7.93,37.25,91.97,1.35,23.16,93.69,1.75
2024,6,7,4,23.94,9.17,7.93,39.25,91.96,1.59,38.84,93.68,2.14
2024,6,7,5,23.15,9.38,8.06,41.75,91.96,1.87,50.93,93.69,2.67
2024,6,7,6,25.12,11.02,8.97,41.31,91.98,1.88,60.14,93.69,2.78
2024,6,7,7,28.35,8.65,7.69,29.19,92.02,1.03,106.24,93.72,0.9
2024,6,7,8,30.75,8.13,7.39,24.5,92.03,1.58,202.64,93.72,1.43
2024,6,7,9,32.78,8.12,7.39,21.81,92.04,2.89,219.51,93.72,2.76
2024,6,7,10,34.33,8.15,7.39,20.0,92.02,3.98,220.14,93.68,3.87
2024,6,7,11,35.53,8.13,7.39,18.69,91.97,4.38,220.45,93.63,4.31
2024,6,7,12,36.31,8.21,7.39,18.0,91.9,4.36,221.15,93.56,4.3
2024,6,7,13,36.8,8.23,7.45,17.56,91.82,4.12,222.31,93.47,4.08
2024,6,7,14,36.87,8.14,7.39,17.38,91.74,3.79,223.83,93.38,3.77
2024,6,7,15,36.36,8.07,7.32,17.75,91.67,3.5,230.7,93.31,3.6
2024,6,7,16,35.55,7.9,7.26,18.38,91.61,3.27,242.27,93.26,3.52
2024,6,7,17,34.23,8.08,7.39,20.0,91.61,2.96,253.14,93.27,3.37
2024,6,7,18,31.9,11.05,9.03,28.0,91.63,1.77,262.12,93.31,2.76
2024,6,7,19,30.07,10.56,8.73,30.06,91.69,1.14,276.3,93.37,1.72
2024,6,7,20,29.72,9.9,8.36,29.38,91.75,0.77,334.21,93.43,1.09
2024,6,7,21,28.43,10.09,8.48,32.06,91.79,1.23,34.4,93.48,1.62
2024,6,7,22,26.86,10.42,8.67,35.94,91.83,1.89,54.27,93.53,2.62
2024,6,7,23,25.41,10.6,8.73,39.56,91.84,2.3,58.64,93.55,3.4
2024,6,8,0,24.65,10.48,8.67,41.0,91.82,2.43,58.25,93.54,3.75
2024,6,8,1,24.11,10.46,8.67,42.25,91.81,2.42,56.05,93.53,3.81
2024,6,8,2,23.8,10.44,8.67,43.0,91.81,2.36,53.47,93.53,3.74
2024,6,8,3,23.58,10.36,8.61,43.31,91.8,2.36,52.14,93.52,3.75
2024,6,8,4,23.56,10.22,8.54,43.0,91.77,2.25,52.61,93.49,3.6
2024,6,8,5,23.69,10.19,8.48,42.56,91.78,2.11,52.54,93.5,3.37
2024,6,8,6,25.96,11.8,9.46,41.38,91.79,2.01,53.04,93.5,3.06
2024,6,8,7,29.21,9.83,8.3,30.12,91.81,1.25,77.7,93.5,1.18
2024,6,8,8,32.3,9.4,8.06,24.44,91.8,1.11,207.1,93.48,0.96
2024,6,8,9,34.63,9.46,8.06,21.5,91.8,2.35,235.15,93.46,2.32
2024,6,8,10,36.38,9.33,8.0,19.31,91.78,3.43,236.71,93.43,3.43
2024,6,8,11,37.74,9.19,7.93,17.75,91.75,4.09,237.31,93.4,4.17
2024,6,8,12,38.62,8.93,7.81,16.69,91.69,4.48,240.22,93.32,4.65
2024,6,8,13,39.24,8.56,7.63,15.75,91.62,4.73,245.63,93.25,5.04
2024,6,8,14,39.36,8.22,7.45,15.25,91.56,4.96,251.94,93.19,5.41
2024,6,8,15,39.0,7.77,7.2,15.12,91.49,5.13,258.57,93.12,5.73
2024,6,8,16,38.14,7.51,7.08,15.56,91.44,5.11,264.12,93.08,5.88
2024,6,8,17,36.68,7.86,7.26,17.25,91.43,4.61,267.57,93.07,5.67
2024,6,8,18,33.69,11.1,9.09,25.38,91.48,2.7,268.67,93.14,4.76
2024,6,8,19,30.91,10.57,8.79,28.69,91.55,2.28,270.59,93.23,3.91
2024,6,8,20,30.38,9.67,8.24,27.81,91.63,2.01,278.26,93.31,3.27
2024,6,8,21,29.94,9.1,7.93,27.44,91.7,1.64,291.29,93.38,2.56
2024,6,8,22,29.34,8.69,7.69,27.62,91.76,1.23,322.25,93.44,1.77
2024,6,8,23,28.38,8.68,7.69,29.25,91.77,1.37,6.88,93.46,1.75
2024,6,9,0,27.01,9.08,7.93,32.56,91.77,1.85,30.26,93.47,2.39
2024,6,9,1,25.45,9.6,8.18,36.94,91.75,2.3,41.28,93.46,3.17
2024,6,9,2,24.32,9.78,8.3,39.94,91.73,2.51,45.38,93.45,3.58
2024,6,9,3,23.67,10.07,8.42,42.31,91.72,2.62,49.47,93.45,3.81
2024,6,9,4,23.5,10.07,8.42,42.69,91.7,2.53,54.79,93.42,3.62
2024,6,9,5,23.6,9.98,8.42,42.25,91.69,2.37,59.88,93.41,3.35
2024,6,9,6,26.41,11.85,9.52,40.44,91.72,1.92,66.04,93.42,3.08
2024,6,9,7,30.32,9.36,8.06,27.38,91.74,1.95,99.01,93.43,1.95
2024,6,9,8,33.83,7.64,7.14,19.88,91.77,2.2,180.2,93.44,2.07
2024,6,9,9,35.76,7.47,7.02,17.62,91.8,2.84,207.83,93.45,2.69
2024,6,9,10,37.11,7.79,7.2,16.75,91.79,3.31,213.84,93.43,3.17
2024,6,9,11,38.11,8.19,7.39,16.31,91.76,3.5,214.9,93.4,3.36
2024,6,9,12,38.84,8.55,7.57,16.06,91.7,3.5,217.84,93.33,3.4
2024,6,9,13,39.25,8.77,7.69,15.94,91.63,3.43,222.41,93.26,3.38
2024,6,9,14,39.33,8.95,7.81,16.06,91.55,3.28,228.09,93.18,3.29
2024,6,9,15,39.04,8.94,7.81,16.31,91.5,3.23,241.89,93.13,3.36
2024,6,9,16,38.4,8.54,7.63,16.44,91.45,3.32,255.7,93.08,3.6
2024,6,9,17,37.25,8.47,7.57,17.38,91.45,3.27,262.99,93.09,3.76
2024,6,9,18,34.46,11.97,9.58,25.69,91.48,2.11,264.27,93.13,3.45
2024,6,9,19,31.83,11.48,9.34,28.88,91.54,1.98,264.79,93.22,3.1
2024,6,9,20,31.13,10.69,8.85,28.5,91.61,1.85,276.31,93.29,2.9
2024,6,9,21,30.58,10.23,8.54,28.56,91.69,1.55,294.37,93.37,2.43
2024,6,9,22,29.69,10.46,8.67,30.56,91.75,1.37,325.49,93.43,2.03
2024,6,9,23,28.78,10.83,8.91,33.0,91.76,1.47,352.04,93.45,2.03
2024,6,10,0,28.0,11.13,9.09,35.25,91.76,1.67,14.95,93.46,2.22
2024,6,10,1,27.11,11.3,9.16,37.5,91.75,1.95,35.86,93.45,2.65
2024,6,10,2,26.26,11.38,9.22,39.62,91.76,2.13,49.31,93.46,3.02
2024,6,10,3,25.62,11.59,9.34,41.62,91.76,2.33,60.52,93.47,3.48
2024,6,10,4,25.31,11.55,9.34,42.25,91.75,2.4,68.61,93.46,3.66
2024,6,10,5,25.22,11.51,9.28,42.38,91.76,2.28,75.3,93.47,3.48
2024,6,10,6,28.06,13.11,10.31,39.88,91.8,2.0,85.98,93.5,3.08
2024,6,10,7,31.94,10.4,8.61,26.69,91.84,2.33,129.83,93.51,2.5
2024,6,10,8,34.42,9.66,8.18,22.06,91.85,2.61,170.0,93.51,2.44
2024,6,10,9,36.05,9.84,8.3,20.38,91.85,3.14,192.48,93.5,2.92
2024,6,10,10,37.39,10.15,8.42,19.31,91.83,3.63,202.37,93.48,3.41
2024,6,10,11,38.39,10.12,8.42,18.25,91.77,3.88,210.13,93.41,3.69
2024,6,10,12,39.14,9.86,8.3,17.25,91.71,3.92,218.36,93.34,3.79
2024,6,10,13,39.62,9.54,8.12,16.44,91.62,3.85,226.23,93.25,3.8
2024,6,10,14,39.65,9.04,7.87,15.88,91.56,3.75,232.1,93.19,3.76
2024,6,10,15,39.26,8.47,7.57,15.62,91.51,3.62,239.4,93.14,3.74
2024,6,10,16,38.5,7.9,7.26,15.69,91.48,3.55,246.77,93.12,3.78
2024,6,10,17,37.31,7.9,7.26,16.69,91.49,3.32,251.05,93.13,3.74
2024,6,10,18,34.6,11.45,9.28,24.62,91.54,2.08,250.68,93.19,3.34
2024,6,10,19,31.98,11.4,9.28,28.5,91.6,1.85,246.04,93.27,2.85
2024,6,10,20,31.69,10.5,8.73,27.25,91.67,1.53,248.69,93.35,2.33
2024,6,10,21,31.43,9.84,8.3,26.5,91.73,1.12,262.78,93.4,1.75
2024,6,10,22,30.88,9.48,8.12,26.69,91.74,0.82,295.84,93.42,1.25
2024,6,10,23,30.19,9.36,8.06,27.56,91.71,0.87,334.58,93.4,1.17
2024,6,11,0,29.39,9.26,8.0,28.69,91.68,1.06,358.3,93.36,1.32
2024,6,11,1,28.64,9.13,7.93,29.69,91.64,1.14,14.7,93.33,1.37
2024,6,11,2,28.43,9.1,7.93,30.0,91.62,1.16,26.74,93.31,1.33
2024,6,11,3,27.73,9.15,8.0,31.38,91.63,1.24,56.61,93.33,1.39
2024,6,11,4,26.95,9.13,7.93,32.81,91.66,1.58,80.3,93.36,1.92
2024,6,11,5,25.87,9.28,8.06,35.25,91.72,1.94,90.23,93.43,2.57
2024,6,11,6,27.86,11.67,9.4,36.75,91.77,1.93,96.49,93.47,3.07
2024,6,11,7,31.66,8.2,7.45,23.38,91.82,2.74,119.34,93.49,2.95
2024,6,11,8,34.54,6.59,6.65,17.75,91.85,2.81,156.43,93.51,2.7
2024,6,11,9,36.39,6.62,6.65,16.12,91.88,3.1,177.69,93.53,2.93
2024,6,11,10,37.76,7.06,6.84,15.38,91.86,3.46,183.5,93.5,3.28
2024,6,11,11,38.8,7.3,6.96,14.81,91.81,3.57,186.92,93.45,3.38
2024,6,11,12,39.44,7.57,7.14,14.56,91.74,3.47,191.56,93.37,3.3
2024,6,11,13,39.88,7.54,7.08,14.19,91.66,3.23,197.16,93.28,3.09
2024,6,11,14,39.92,7.42,7.08,14.06,91.57,2.98,202.67,93.19,2.88
2024,6,11,15,39.48,7.23,6.96,14.19,91.5,2.72,218.48,93.13,2.7
2024,6,11,16,38.66,6.78,6.77,14.38,91.47,2.59,235.83,93.1,2.7
2024,6,11,17,37.46,6.75,6.71,15.31,91.47,2.38,245.62,93.11,2.67
2024,6,11,18,34.76,11.02,9.03,23.75,91.51,1.46,243.57,93.16,2.23
2024,6,11,19,33.1,9.9,8.36,24.12,91.58,1.11,232.73,93.25,1.57
2024,6,11,20,32.69,8.99,7.87,23.25,91.65,0.66,227.41,93.32,0.96
2024,6,11,21,32.4,8.46,7.57,22.81,91.72,0.21,190.49,93.39,0.34
2024,6,11,22,30.66,9.23,8.0,26.56,91.77,0.92,67.12,93.45,1.2
2024,6,11,23,28.25,9.84,8.36,31.88,91.75,1.94,58.17,93.45,2.76
2024,6,12,0,26.56,10.3,8.61,36.25,91.75,2.44,55.55,93.46,3.82
2024,6,12,1,25.76,10.52,8.73,38.56,91.72,2.59,55.06,93.43,4.36
2024,6,12,2,25.19,10.74,8.85,40.44,91.71,2.63,56.4,93.42,4.5
2024,6,12,3,24.85,10.75,8.85,41.25,91.72,2.64,60.78,93.44,4.5
2024,6,12,4,24.63,10.65,8.79,41.5,91.74,2.56,65.63,93.45,4.29
2024,6,12,5,24.61,10.62,8.79,41.5,91.75,2.43,69.29,93.47,4.06
2024,6,12,6,27.43,12.0,9.58,38.5,91.81,2.4,76.05,93.51,3.76
2024,6,12,7,30.5,11.18,9.09,30.56,91.85,3.32,110.1,93.53,3.93
2024,6,12,8,32.72,12.17,9.7,28.75,91.87,3.56,137.49,93.54,3.76
2024,6,12,9,34.69,12.18,9.7,25.69,91.88,3.52,157.99,93.54,3.43
2024,6,12,10,36.28,12.43,9.83,23.94,91.85,3.89,172.37,93.5,3.67
2024,6,12,11,37.46,12.83,10.13,23.0,91.8,4.12,180.43,93.44,3.89
2024,6,12,12,38.35,13.21,10.38,22.5,91.74,4.0,185.72,93.38,3.77
2024,6,12,13,38.84,13.54,10.62,22.31,91.65,3.72,190.65,93.29,3.5
2024,6,12,14,38.9,13.69,10.74,22.5,91.57,3.48,196.28,93.2,3.29
2024,6,12,15,38.58,13.79,10.8,23.06,91.49,3.36,205.31,93.12,3.29
2024,6,12,16,37.83,13.66,10.74,23.81,91.45,3.18,215.6,93.09,3.25
2024,6,12,17,36.59,13.54,10.62,25.31,91.47,2.81,224.44,93.12,3.04
2024,6,12,18,34.8,15.11,11.78,30.94,91.51,1.73,227.74,93.16,2.56
2024,6,12,19,32.9,15.12,11.78,34.44,91.58,1.25,216.37,93.25,1.83
2024,6,12,20,32.58,14.3,11.17,33.31,91.66,0.77,198.43,93.33,1.09
2024,6,12,21,32.06,14.14,11.05,33.94,91.71,0.38,153.43,93.39,0.54
2024,6,12,22,31.16,14.32,11.17,36.12,91.74,0.68,78.82,93.42,0.85
2024,6,12,23,29.44,14.68,11.41,40.69,91.73,1.39,62.86,93.42,1.85
2024,6,13,0,27.83,14.85,11.54,45.12,91.69,1.97,58.96,93.39,2.83
2024,6,13,1,26.55,15.02,11.66,49.0,91.65,2.24,57.25,93.35,3.39
2024,6,13,2,25.73,15.16,11.72,51.81,91.62,2.3,56.09,93.33,3.53
2024,6,13,3,25.14,15.11,11.72,53.5,91.6,2.25,57.64,93.31,3.48
2024,6,13,4,24.73,14.9,11.54,54.06,91.6,2.18,60.87,93.31,3.35
2024,6,13,5,24.51,14.73,11.41,54.12,91.63,2.11,65.05,93.34,3.33
2024,6,13,6,27.32,15.19,11.78,47.44,91.68,2.32,73.39,93.38,3.12
2024,6,13,7,30.58,14.58,11.35,37.94,91.72,2.34,121.09,93.4,2.57
2024,6,13,8,33.2,13.72,10.74,30.94,91.73,2.76,161.15,93.4,2.61
2024,6,13,9,35.21,12.97,10.25,26.31,91.74,3.17,184.66,93.4,2.83
2024,6,13,10,36.87,12.46,9.89,23.19,91.71,3.94,199.59,93.35,3.61
2024,6,13,11,38.23,12.07,9.64,21.0,91.64,4.4,207.93,93.28,4.14
2024,6,13,12,39.08,11.53,9.28,19.31,91.56,4.46,215.44,93.19,4.28
2024,6,13,13,39.78,10.85,8.91,17.81,91.44,4.32,224.12,93.06,4.24
2024,6,13,14,40.03,10.04,8.42,16.62,91.35,4.2,232.79,92.97,4.22
2024,6,13,15,39.83,9.1,7.93,15.81,91.27,3.97,240.66,92.9,4.14
2024,6,13,16,39.08,8.24,7.51,15.5,91.25,3.77,247.58,92.87,4.06
2024,6,13,17,37.87,7.72,7.2,16.0,91.26,3.4,250.23,92.9,3.89
2024,6,13,18,34.93,11.34,9.22,24.0,91.34,1.94,245.71,92.99,3.21
2024,6,13,19,32.96,10.37,8.67,25.12,91.44,1.63,237.53,93.1,2.38
2024,6,13,20,32.93,8.67,7.69,22.44,91.53,1.05,234.66,93.2,1.53
2024,6,13,21,33.13,7.69,7.2,20.75,91.61,0.45,238.52,93.27,0.72
2024,6,13,22,32.52,7.61,7.14,21.38,91.64,0.26,356.53,93.31,0.28
2024,6,13,23,31.42,7.64,7.14,22.81,91.62,0.79,15.4,93.29,0.85
2024,6,14,0,29.99,7.83,7.26,25.06,91.59,1.25,17.08,93.27,1.48
2024,6,14,1,28.88,7.83,7.26,26.81,91.54,1.6,16.41,93.23,1.99
2024,6,14,2,28.09,8.01,7.39,28.38,91.5,1.84,16.05,93.19,2.32
2024,6,14,3,27.51,7.97,7.39,29.31,91.46,1.89,28.04,93.16,2.38
2024,6,14,4,27.0,7.96,7.39,30.19,91.46,1.92,48.64,93.15,2.4
2024,6,14,5,26.28,8.07,7.45,31.75,91.48,2.04,69.14,93.18,2.73
2024,6,14,6,28.03,10.89,8.97,34.62,91.53,1.95,87.94,93.22,3.17
2024,6,14,7,31.48,8.37,7.51,23.88,91.58,3.15,117.01,93.25,3.56
2024,6,14,8,33.59,9.22,8.0,22.44,91.61,4.32,143.84,93.27,4.57
2024,6,14,9,35.05,11.15,9.09,23.56,91.63,4.29,159.88,93.29,4.25
2024,6,14,10,36.58,12.3,9.77,23.31,91.6,4.22,179.15,93.25,3.96
2024,6,14,11,37.76,12.93,10.19,22.75,91.54,4.19,193.6,93.18,3.87
2024,6,14,12,38.69,13.24,10.44,22.12,91.46,4.08,203.08,93.09,3.81
2024,6,14,13,39.35,13.34,10.5,21.44,91.39,3.94,210.79,93.02,3.73
2024,6,14,14,39.59,13.21,10.38,21.0,91.34,3.75,218.4,92.97,3.62
2024,6,14,15,39.36,12.77,10.13,20.62,91.3,3.27,224.13,92.92,3.23
2024,6,14,16,38.55,12.06,9.64,20.62,91.28,2.73,229.65,92.91,2.8
2024,6,14,17,37.45,11.42,9.28,20.94,91.28,2.32,231.97,92.91,2.49
2024,6,14,18,35.25,13.41,10.56,27.06,91.34,1.37,227.77,92.99,2.02
2024,6,14,19,33.54,13.07,10.38,29.12,91.42,1.01,202.38,93.08,1.38
2024,6,14,20,32.81,12.28,9.83,28.81,91.51,0.67,158.82,93.18,0.86
2024,6,14,21,31.93,11.98,9.64,29.69,91.6,0.78,116.31,93.27,1.01
2024,6,14,22,30.51,12.4,9.89,33.12,91.65,1.2,87.4,93.33,1.64
2024,6,14,23,28.92,13.16,10.38,38.06,91.66,1.71,71.07,93.35,2.44
2024,6,15,0,27.71,13.54,10.62,41.81,91.63,2.05,61.58,93.33,3.16
2024,6,15,1,26.84,13.66,10.68,44.31,91.6,2.18,55.97,93.29,3.54
2024,6,15,2,26.21,13.72,10.74,46.06,91.58,2.21,53.33,93.28,3.67
2024,6,15,3,25.63,13.62,10.68,47.31,91.55,2.26,55.27,93.26,3.8
2024,6,15,4,25.26,13.44,10.56,47.81,91.53,2.22,60.28,93.24,3.69
2024,6,15,5,25.11,13.3,10.44,47.88,91.54,2.1,66.58,93.25,3.48
2024,6,15,6,27.59,13.76,10.8,42.69,91.57,2.38,78.25,93.27,3.2
2024,6,15,7,30.75,12.8,10.13,33.5,91.62,2.55,120.81,93.29,2.81
2024,6,15,8,33.32,12.95,10.25,29.25,91.65,3.04,160.36,93.31,2.98
2024,6,15,9,35.26,13.15,10.38,26.56,91.66,3.3,180.68,93.31,3.06
2024,6,15,10,36.91,13.39,10.5,24.62,91.61,3.79,193.61,93.25,3.48
2024,6,15,11,38.26,13.44,10.56,22.94,91.53,4.16,202.28,93.17,3.92
2024,6,15,12,39.36,13.44,10.56,21.56,91.44,4.29,211.05,93.06,4.13
2024,6,15,13,40.08,13.28,10.44,20.56,91.35,4.24,219.91,92.97,4.17
2024,6,15,14,40.34,12.91,10.19,19.75,91.28,4.12,228.08,92.9,4.16
2024,6,15,15,40.08,12.39,9.89,19.38,91.23,3.84,236.12,92.85,3.99
2024,6,15,16,39.29,11.79,9.46,19.44,91.21,3.45,243.9,92.84,3.68
2024,6,15,17,37.97,11.39,9.22,20.31,91.23,3.0,251.8,92.87,3.35
2024,6,15,18,35.7,13.43,10.62,26.38,91.3,1.83,258.45,92.95,2.81
2024,6,15,19,33.37,13.05,10.31,29.38,91.38,1.42,263.69,93.04,2.19
2024,6,15,20,32.94,12.25,9.83,28.56,91.48,1.13,273.58,93.14,1.65
2024,6,15,21,32.62,11.62,9.4,27.88,91.55,0.88,281.81,93.22,1.25
2024,6,15,22,31.99,11.59,9.4,28.88,91.61,0.49,339.55,93.28,0.66
2024,6,15,23,30.3,12.19,9.77,33.06,91.62,1.28,47.96,93.3,1.73
2024,6,16,0,28.3,12.94,10.25,38.88,91.64,2.05,58.55,93.33,3.01
2024,6,16,1,27.21,13.09,10.31,41.81,91.63,2.35,60.02,93.33,3.74
2024,6,16,2,26.53,13.24,10.44,43.88,91.63,2.4,58.43,93.33,4.05
2024,6,16,3,26.01,13.3,10.44,45.38,91.61,2.48,61.98,93.32,4.29
2024,6,16,4,25.62,13.26,10.44,46.31,91.61,2.46,67.76,93.31,4.26
2024,6,16,5,25.48,13.36,10.5,47.0,91.6,2.37,72.94,93.31,4.16
2024,6,16,6,27.91,13.84,10.86,42.12,91.62,2.94,83.12,93.31,3.95
2024,6,16,7,30.47,14.31,11.17,37.5,91.64,3.62,115.13,93.32,4.07
2024,6,16,8,32.58,14.66,11.47,34.06,91.67,3.79,136.17,93.34,3.9
2024,6,16,9,34.51,14.76,11.54,30.75,91.68,3.69,154.41,93.34,3.54
2024,6,16,10,36.19,14.99,11.66,28.44,91.69,3.85,171.02,93.34,3.53
2024,6,16,11,37.48,15.23,11.84,26.88,91.65,4.04,182.33,93.29,3.71
2024,6,16,12,38.29,15.49,12.08,26.19,91.59,4.04,191.03,93.23,3.73
2024,6,16,13,38.83,15.64,12.21,25.62,91.52,3.9,199.52,93.15,3.63
2024,6,16,14,38.94,15.58,12.15,25.38,91.46,3.7,208.19,93.09,3.52
2024,6,16,15,38.41,15.4,12.02,25.81,91.41,3.46,215.81,93.05,3.44
2024,6,16,16,37.68,15.15,11.84,26.5,91.39,3.13,220.96,93.03,3.24
2024,6,16,17,36.64,14.93,11.66,27.62,91.41,2.64,224.28,93.05,2.87
2024,6,16,18,35.05,15.9,12.45,32.12,91.48,1.56,222.56,93.13,2.23
2024,6,16,19,33.48,16.03,12.51,35.38,91.55,0.97,194.93,93.21,1.4
2024,6,16,20,33.11,15.7,12.27,35.31,91.64,0.72,146.48,93.31,0.91
2024,6,16,21,32.23,15.85,12.33,37.44,91.69,0.79,94.53,93.36,0.99
2024,6,16,22,31.12,16.18,12.57,40.69,91.69,1.15,65.88,93.37,1.51
2024,6,16,23,30.07,16.15,12.57,43.06,91.67,1.38,59.37,93.35,1.86
2024,6,17,0,29.23,16.12,12.51,45.06,91.65,1.48,65.33,93.33,2.0
2024,6,17,1,28.51,16.08,12.51,46.81,91.63,1.53,74.62,93.32,2.11
2024,6,17,2,27.78,16.08,12.45,48.81,91.64,1.68,78.22,93.34,2.49
2024,6,17,3,27.02,16.05,12.45,50.81,91.65,1.89,71.94,93.35,3.02
2024,6,17,4,26.54,15.82,12.27,51.56,91.66,1.93,66.13,93.37,3.25
2024,6,17,5,26.3,15.63,12.08,51.62,91.69,1.94,61.37,93.4,3.39
2024,6,17,6,28.33,16.09,12.45,47.31,91.74,2.18,64.72,93.43,2.93
2024,6,17,7,31.14,14.73,11.47,37.06,91.76,1.42,115.72,93.44,1.47
2024,6,17,8,33.73,13.06,10.31,28.75,91.76,1.92,182.34,93.43,1.74
2024,6,17,9,35.5,12.4,9.83,24.94,91.76,2.55,202.49,93.41,2.3
2024,6,17,10,36.96,12.28,9.77,22.81,91.73,3.17,210.48,93.38,2.92
2024,6,17,11,38.1,12.38,9.83,21.56,91.68,3.6,214.83,93.32,3.36
2024,6,17,12,38.97,12.42,9.83,20.62,91.6,3.77,217.58,93.23,3.58
2024,6,17,13,39.42,12.34,9.83,20.0,91.52,3.75,220.26,93.15,3.6
2024,6,17,14,39.55,12.22,9.7,19.69,91.45,3.61,223.95,93.08,3.54
2024,6,17,15,39.16,11.97,9.58,19.81,91.41,3.52,228.06,93.04,3.55
2024,6,17,16,38.44,11.67,9.4,20.19,91.39,3.35,232.01,93.03,3.52
2024,6,17,17,37.26,11.41,9.22,21.19,91.41,2.94,234.53,93.05,3.23
2024,6,17,18,35.12,13.67,10.74,27.69,91.46,1.6,229.76,93.11,2.46
2024,6,17,19,33.6,13.31,10.5,29.5,91.53,1.01,199.42,93.19,1.42
2024,6,17,20,32.84,12.62,10.01,29.44,91.6,0.73,129.33,93.27,0.96
2024,6,17,21,31.85,12.71,10.07,31.31,91.65,1.15,69.35,93.32,1.53
2024,6,17,22,30.65,12.8,10.13,33.69,91.65,1.6,47.18,93.33,2.18
2024,6,17,23,29.85,12.55,10.01,34.69,91.61,1.73,35.27,93.3,2.37
2024,6,18,0,29.45,12.27,9.83,34.88,91.55,1.68,25.37,93.23,2.25
2024,6,18,1,29.28,11.93,9.58,34.44,91.49,1.53,17.88,93.17,1.98
2024,6,18,2,29.26,11.55,9.4,33.69,91.45,1.32,13.38,93.14,1.65
2024,6,18,3,28.98,11.3,9.22,33.62,91.43,1.09,11.15,93.11,1.34
2024,6,18,4,28.4,11.2,9.16,34.56,91.42,1.25,24.65,93.11,1.63
2024,6,18,5,27.55,11.44,9.28,36.88,91.43,1.59,39.41,93.12,2.15
2024,6,18,6,29.23,13.12,10.38,37.31,91.43,1.55,51.57,93.11,2.27
2024,6,18,7,32.35,10.85,8.91,26.88,91.45,0.57,133.9,93.12,0.57
2024,6,18,8,34.82,10.58,8.73,22.94,91.44,2.2,210.75,93.1,2.15
2024,6,18,9,36.86,11.39,9.22,21.62,91.46,2.74,217.95,93.1,2.63
2024,6,18,10,38.46,12.53,9.95,21.38,91.45,3.1,220.81,93.08,2.98
2024,6,18,11,39.77,13.35,10.5,21.0,91.4,3.35,227.08,93.02,3.3
2024,6,18,12,40.73,14.0,10.93,20.81,91.32,3.5,234.54,92.94,3.57
2024,6,18,13,41.29,14.64,11.41,21.06,91.25,3.74,239.9,92.86,3.95
2024,6,18,14,41.23,15.15,11.84,21.81,91.17,4.0,244.19,92.78,4.34
2024,6,18,15,40.38,15.5,12.08,23.38,91.11,3.7,252.79,92.73,4.18
2024,6,18,16,39.21,15.61,12.21,25.06,91.08,3.09,269.13,92.7,3.64
2024,6,18,17,37.58,16.12,12.63,28.31,91.1,2.21,296.2,92.73,2.82
2024,6,18,18,35.89,17.08,13.43,33.06,91.19,1.49,351.23,92.83,2.25
2024,6,18,19,33.9,17.9,14.1,38.81,91.3,2.11,44.1,92.96,3.89
2024,6,18,20,32.58,17.77,13.98,41.38,91.4,4.16,57.8,93.06,5.85
